idFormulario1;numEjemplarF1;fecha;esHospedaje;idMacrozona;idZonaGrupo;idCoordinador;idSupervisor;idAtractor;clave catastral;referencia;idNovedad
31;32;2/3/2020;false;A;Centro Historico;1;1;4;CC0102041025000;FARMACIA CRUZ AZUL Y JOYERIA Y RELOJERIA MEGA;Otra
32;33;2/3/2020;false;A;Centro Historico;1;1;4;CC0102041015000;HILOS Y CONSULTORIO DENTAL;Se niegan a llenar la encuesta
33;34;2/3/2020;false;A;Centro Historico;1;1;3;CC0102041011000;Papa Regal«ü∂¸n;Se niegan a llenar la encuesta
34;36;2/3/2020;false;A;Centro Historico;1;1;4;CC0102041012000;Restaurant Pique y pase;Ninguna
35;40;2/3/2020;false;A;Centro Historico;1;1;18;CC0102041016000;CAPCPE CB;Ninguna
36;45;2/3/2020;false;A;Centro Historico;1;1;4;CC0102039016000;Plaza San Francisco;Ninguna
37;47;2/3/2020;false;A;Centro Historico;1;1;4;CC0102039019000;Plaza San Francisco;Otra
38;48;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039021000;San Francisco 10-82;Ninguna
39;49;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039024000;San Francisco 10-96;Ninguna
40;50;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039025000;Calle General Torres;Ninguna
41;51;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039026000;Calle General Torres;Ninguna
42;53;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039028000;General Torres 7-78;Otra
43;54;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039030000;General Torres 7-80;Ninguna
44;55;2/3/2020;false;A;Centro Historico;1;1;4;CC0102039031000;General Torres 7-86;Ninguna
45;56;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039001000;Calle Sucre;Ninguna
46;57;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039002000;Calle Sucre;Ninguna
47;58;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039003000;Calle Sucre;Ninguna
48;59;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039005000;Sucre 10-57: Telas y Bordados, Joyer«ü∂a Venecia;Otra
49;60;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039010000;Padre Aguirre 7-91;Ninguna
50;61;2/3/2020;false;A;Centro Historico;1;1;11;CC0102040001000;Plaza San Francisco;Ninguna
51;62;2/3/2020;false;A;Centro Historico;1;1;3;CC0102039013000;Padre Aguirre 7-51;Ninguna
52;63;2/3/2020;false;A;Centro Historico;1;1;11;CC0102038011000;Plaza de las Flores;Ninguna
53;64;2/3/2020;false;A;Centro Historico;1;1;14;CC0102038006000;Santuario del Carmen ;Ninguna
54;66;2/3/2020;false;A;Centro Historico;1;1;4;CC0102038007000;Presidente C«ü∂¸rdoba y Padre Aguirre esquina, Banco del Austro y Servicio t«ü∂∏cnico de celulares.;El predio desarrolla otras actividades de comercio y/o servicios
55;67;2/3/2020;false;A;Centro Historico;1;1;4;CC0102038009000;Presidente C«ü∂¸rdoba 9-54: Edificio la Plazoleta, 15 ,locales comerciales.;Otra
56;68;2/3/2020;false;A;Centro Historico;1;1;3;CC0102038004000;Benigno Malo 7-27: 11 locales comerciales;Otra
57;69;2/3/2020;false;A;Centro Historico;1;1;17;CC0202043001000;Consejo de la Judicatura;Ninguna
58;70;2/3/2020;false;A;Centro Historico;1;1;3;CC0202043003000;Sucre 7-39: Parqueadero para los clientes del Banco del Austro;Ninguna
59;71;2/3/2020;false;A;Centro Historico;1;1;18;CC0202043004000;Sucre y Borrero esquina: Banco del Austro;Ninguna
60;72;2/3/2020;false;A;Centro Historico;1;1;3;CC0202043005000;Borrero 7-67: Multiofertas El Paisa, Peluquer«ü∂a Marys;El horario de atencion no coincide con el horario del barrido
61;73;2/3/2020;false;A;Centro Historico;1;1;3;CC0202043018000;Borrero 7-65 y 7-57: 3 locales comerciales ;Otra
62;74;2/3/2020;false;A;Centro Historico;1;1;3;CC0202043007000;Borrero 7-51, 7-47, 7-43: 4 locales comerciales ;Ninguna
63;81;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052001000;Juan Jaramillo y Benigno Malo 5-116;Ninguna
64;82;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052002000;Juan jaramillo 8-75;Ninguna
65;83;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052004000;juan jaramillo 8-21;Ninguna
66;84;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052005000;juan jaramillo;Se niegan a llenar la encuesta
67;85;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052006000;juan jaramillo 8-21;Ninguna
68;86;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052008000;luis cordero 5-93;Ninguna
69;87;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052009000;Luis cordero 5-87;Ninguna
70;88;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052010000;luis cordero 5-79;Ninguna
71;89;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052011000;luis cordero 8-69;Ninguna
72;90;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052012000;luis cordero 5-55;Se niegan a llenar la encuesta
74;92;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052014000;luis cordero 5-43;Ninguna
75;93;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052015000;luis cordero 5-21;El horario de atencion no coincide con el horario del barrido
76;94;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052016000;luis cordero 5-03;Ninguna
77;95;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052019000;calle larga 8-16;Otra
78;96;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052021000;calle larga;El horario de atencion no coincide con el horario del barrido
79;97;2/3/2020;false;A;Centro Historico;1;1;4;CC0102052022000;calle larga 8-50;El horario de atencion no coincide con el horario del barrido
80;98;2/12/2020;false;A;El Valle 4 Cabecera;1;1;4;CC0000000000000;"EL VALLE VIA AL DESPACHO ""SARY'S PELUQUERIA""";Otra
81;99;2/3/2020;false;A;Centro Historico;1;1;3;CC0102052034000;Benigno Malo 5-60;Se niegan a llenar la encuesta
82;100;2/12/2020;false;A;El Valle 4 Cabecera;1;1;4;CC0000000000000;EL VALLE VIA AL DESPACHO;Otra
83;102;2/3/2020;false;A;Centro Historico;1;1;4;CC0203016001000;Calle Presidente Borrero y Juan Jaramillo 5-92;Ninguna
84;103;2/3/2020;false;A;Centro Historico;1;1;4;CC0203016003000;Calle Juan Jaramillo/venta de electr«ü∂¸nicos;Se niegan a llenar la encuesta
85;104;2/3/2020;true;A;Centro Historico;1;1;3;CC0203016004000;Calle Juan Jaramillo/peluquer«ü∂a 6-61;Ninguna
86;105;2/3/2020;true;A;Centro Historico;1;1;3;CC0203016005000;Calle Juan Jaramillo/tienda fruter«ü∂a;Se niegan a llenar la encuesta
87;106;2/3/2020;false;A;Centro Historico;1;1;4;CC0203016012000;Calle Hermano Miguel 5-55;Se niegan a llenar la encuesta
88;107;2/3/2020;true;A;Centro Historico;1;1;3;CC0203016013000;Calle Hermano Miguel 5-41;Ninguna
89;108;2/3/2020;false;A;Centro Historico;1;1;19;CC0203016014000;Calle Hermano Miguel/carretilla;Ninguna
90;109;2/3/2020;false;A;Centro Historico;1;1;4;CC0203016039000;Calle Honorato Vasquez/Caf«ü∂∏-Restaurante;Ninguna
91;110;2/3/2020;true;A;Centro Historico;1;1;3;CC0203016029000;Calle Honorato Vasquez 6-80;Ninguna
92;111;2/3/2020;true;A;Centro Historico;1;1;3;CC0203016031000;Casa esquinera-Cyber/Calle Honorato Vasquez;Ninguna
93;112;2/3/2020;true;A;Centro Historico;1;1;3;CC0203016032000;Calle Presidente Borrero/La Hormiguita-tienda;Ninguna
94;113;2/3/2020;false;A;Centro Historico;1;1;4;CC0203014001000;Local esquinero/eventos-florister«ü∂a;Ninguna
95;114;2/3/2020;false;A;Centro Historico;1;1;4;CC0203014002000;Juan Jaramillo 4-89/Tiestos Restaurante;El horario de atencion no coincide con el horario del barrido
96;115;2/3/2020;false;A;Centro Historico;1;1;4;CC0203014004000;Juan Jaramillo frente a Maxi alarmas;Ninguna
97;116;2/3/2020;true;A;Centro Historico;1;1;3;CC0203014007000;Juan Jaramillo/Gabinete de Belleza;Ninguna
98;117;2/3/2020;false;A;Centro Historico;1;1;4;CC0203014010000;Casa esquinera/Juan Jaramillo y Vargas Machuca;Ninguna
99;118;2/3/2020;true;A;Centro Historico;1;1;3;CC0203014011000;Calle Vargas Machuca/Graficas Impacto;Ninguna
100;119;2/3/2020;true;A;Centro Historico;1;1;3;CC0203014012000;Calle Vargas Machuca/Js Dental;Se niegan a llenar la encuesta
101;122;2/4/2020;true;A;Ejido Oeste;1;1;3;CC0803063003000;Asadero el papi pollo;Ninguna
102;123;2/3/2020;false;A;Centro Historico;1;1;4;CC0102056010000;N/R;Ninguna
103;124;2/3/2020;false;A;Centro Historico;1;1;4;CC0203019011000;N/R;Ninguna
104;125;2/3/2020;false;A;Centro Historico;1;1;4;CC0102056019000;N/R;Ninguna
105;126;2/3/2020;false;A;Centro Historico;1;1;4;CC0230019012000;N/R;Ninguna
106;127;2/3/2020;false;A;Centro Historico;1;1;4;CC0203019016000;N/R;Ninguna
107;128;2/3/2020;true;A;Centro Historico;1;1;3;CC0203019014000;N/R;Ninguna
108;129;2/3/2020;false;A;Centro Historico;1;1;4;CC0102058001000;N/R;Ninguna
109;130;2/3/2020;false;A;Centro Historico;1;1;3;CC0102058007000;N/R;Ninguna
110;131;2/3/2020;false;A;Centro Historico;1;1;3;CC0102058005000;N/R;Ninguna
111;132;2/3/2020;false;A;Centro Historico;1;1;3;CC0102057005000;parqueadero;Ninguna
112;133;2/3/2020;false;A;Centro Historico;1;1;3;CC0102058003000;N/R;Otra
113;134;2/3/2020;false;A;Centro Historico;1;1;4;CC0102058002000;N/R;Ninguna
114;135;2/4/2020;false;A;Ejido Oeste;1;1;3;CC0803009002000;pintura / av. Fray vicente solano (farmacia);Ninguna
115;136;2/4/2020;false;A;Ejido Oeste;1;1;3;CC0803009003000;av. Fray vicente solano (farmacia);Ninguna
116;137;2/3/2020;false;A;Centro Historico;1;1;3;CC0203019006000;N/R;Otra
117;138;2/3/2020;false;A;Centro Historico;1;1;3;CC0102057012000;N/R;Ninguna
118;139;2/3/2020;false;A;Centro Historico;1;1;4;CC0203019013000;N/R;Ninguna
119;140;2/3/2020;false;A;Centro Historico;1;1;4;CC0203019007000;Esquina bajada de las escalinatas;Otra
120;141;2/4/2020;false;A;Ejido Oeste;1;1;3;CC0803008019000;remigiocrespo y padre julio matovelle ;Ninguna
121;143;2/3/2020;false;A;Centro Historico;1;1;2;CC0203019022000;Conjunto de vivinedas;El predio se ha convertido en Vivienda o Conjunto Habitacional
122;144;2/3/2020;false;A;Centro Historico;1;1;3;CC0102056005000;N/R;Ninguna
123;145;2/4/2020;false;A;Ejido Oeste;1;1;4;CC0803024043000;federico  proa«ü∂Òo automotriz;Se niegan a llenar la encuesta
125;147;2/4/2020;false;A;Ejido Oeste;1;1;4;CC0803043003000;av 10 de agosto restaurante ;Ninguna
126;148;2/4/2020;false;A;Ejido Oeste;1;1;4;CC0803043015000;av 10 de agosto minimercado ;El predio no esta en funcionamiento
127;149;2/4/2020;false;A;Ejido Oeste;1;1;4;CC0803024044000;federico  proa«ü∂Òo carpinteria ;Ninguna
128;150;2/3/2020;false;A;Centro Historico;1;1;4;CC0102056031000;N/R;Ninguna
129;151;2/4/2020;false;A;Ejido Oeste;1;1;3;CC0803046046000;av 27 de febrero (coworking cuenca);Ninguna
130;152;2/3/2020;false;A;Centro Historico;1;1;3;CC0102056029000;Muebler«ü∂a ;Ninguna
131;153;2/3/2020;false;A;Centro Historico;1;1;4;CC0102056028000;Intersecci«ü∂¸n  ;Otra
132;154;2/3/2020;false;A;Centro Historico;1;1;4;CC0102056024000;N/R;Ninguna
133;157;2/4/2020;false;A;Ejido Oeste;1;1;4;CC0803080061000;tienda ;Se niegan a llenar la encuesta
134;164;2/3/2020;false;A;Centro Historico;1;1;3;CC0203008001000;ESQUINA ;Ninguna
135;165;2/3/2020;false;A;Centro Historico;1;1;3;CC0203008022000;N/R;El horario de atencion no coincide con el horario del barrido
136;166;2/3/2020;false;A;Centro Historico;1;1;3;CC0203008021000;N/R;Se niegan a llenar la encuesta
137;167;2/3/2020;false;A;Centro Historico;1;1;3;CC0203008018000;N/R;El predio no esta en funcionamiento
138;168;2/3/2020;false;A;Centro Historico;1;1;3;CC0203008010000;N/R;El horario de atencion no coincide con el horario del barrido
139;169;2/3/2020;false;A;Centro Historico;1;1;3;CC0203007006000;N/R;Ninguna
140;170;2/3/2020;false;A;Centro Historico;1;1;4;CC0203007011000;N/R;Ninguna
141;171;2/3/2020;false;A;Centro Historico;1;1;3;CC0203007043000;N/R;Ninguna
142;172;2/3/2020;false;A;Centro Historico;1;1;3;CC0203007014000;N/R;El horario de atencion no coincide con el horario del barrido
143;173;2/3/2020;false;A;Centro Historico;1;1;3;CC0203007029000;N/R;Ninguna
124;146;2/3/2020;false;A;Centro Historico;1;1;17;CC0102056003000;OFICINAS Universidad de Cuenca;Ninguna
144;174;2/3/2020;false;A;Centro Historico;1;1;3;CC0203007031000;N/R;Ninguna
145;175;2/3/2020;false;A;Centro Historico;1;1;3;CC0203007032000;N/R;Se niegan a llenar la encuesta
146;176;2/3/2020;false;A;Centro Historico;1;1;1;CC0203007002000;N/R;Ninguna
147;177;2/3/2020;false;A;Centro Historico;1;1;11;CC0203007040000;PARQUE MARI CORILE ;Ninguna
148;178;2/3/2020;false;A;Centro Historico;1;1;3;CC0203005017000;N/R;Ninguna
149;179;2/3/2020;false;A;Centro Historico;1;1;3;CC0203005019000;N/R;Ninguna
150;180;2/3/2020;false;A;Centro Historico;1;1;3;CC0203005021000;N/R;Ninguna
151;181;2/3/2020;false;A;Centro Historico;1;1;3;CC0203005025000;N/R;Ninguna
153;183;2/3/2020;false;A;Centro Historico;1;1;3;CC0203005027000;N/R;El predio no esta en funcionamiento
154;184;2/6/2020;false;A;Centro Historico;1;1;4;CC0202037009000;PELUQUERIA EN PRESIDENTE CORDOVA Y HUAYNA CAPAC ;Ninguna
155;185;2/3/2020;false;A;Centro Historico;1;1;4;CC0203006028000;PRESIDENTE CORDOVA 02-17;Ninguna
156;186;2/3/2020;false;A;Centro Historico;1;1;3;CC0203006003000;MANUEL VEGA 06-61;Se niegan a llenar la encuesta
157;187;2/3/2020;false;A;Centro Historico;1;1;4;CC0203006012000;JUAN JARAMILLO 02-56;Ninguna
158;188;2/3/2020;false;A;Centro Historico;1;1;4;CC0203006013000;JUAN JARAMILLO 02-64;Ninguna
159;189;2/3/2020;false;A;Centro Historico;1;1;4;CC0203006017000;TOMAS ORDO«ü∂?EZ;Ninguna
160;190;2/3/2020;false;A;Centro Historico;1;1;3;CC0203006035000;TOMAS ORDO«ü∂?EZ;Ninguna
161;192;2/3/2020;false;A;Centro Historico;1;1;3;CC0203005015000;«?∂ˇTOMAS ORDO«ü∂?EZ 6-42;Se niegan a llenar la encuesta
162;193;2/3/2020;false;A;Centro Historico;1;1;4;CC0203005008000;PRESIDENTE CORDOVA 3-15;Ninguna
163;198;2/3/2020;false;A;Centro Historico;1;1;4;CC0203005001000;N/R;Ninguna
164;199;2/3/2020;false;A;Centro Historico;1;1;3;CC0103051008000;LUIS CORDERO 6-09;Otra
165;201;2/3/2020;false;A;Centro Historico;1;1;3;CC0103050017000;BENIGNO MALO 6-17;Se niegan a llenar la encuesta
166;202;2/3/2020;false;A;Centro Historico;1;1;4;CC0103050016000;BENIGNO MALO 06-24;Ninguna
167;204;2/3/2020;false;A;Centro Historico;1;1;3;CC0103050015000;BENIGNO MALO 6-37;Ninguna
168;205;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054001000;"Santa Teresa 5-48; Juan Jaramillo 10-95; 10-89; 10-93";Otra
169;206;2/3/2020;false;A;Centro Historico;1;1;3;CC0102054004000;Juan Jaramillo 10-69;Ninguna
170;207;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054005000;"Juan Jaramillo 10-59; 10-57";Otra
171;208;2/3/2020;false;A;Centro Historico;1;1;3;CC0102054006000;"Juan Jaramillo 10-51; 10-47";Ninguna
172;209;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054010000;"Juan Jaramillo 10-21; 10-15";Otra
173;210;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054013000;"Santa Teresa 10-22; 10-26";Otra
174;211;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054015000;Santa Teresa 10-44;Otra
175;212;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054017000;"Santa Teresa 10-74; 1078";Otra
176;213;2/3/2020;false;A;Centro Historico;1;1;3;CC0102053006000;Juan Jaramillo 9-41;Otra
177;214;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054019000;Santa Teresa 9-31;Otra
178;215;2/3/2020;false;A;Centro Historico;1;1;4;CC0102053020000;Larga 9-18 y Benigno Malo;Otra
180;217;2/3/2020;false;A;Centro Historico;1;1;4;CC0102053025000;Larga 9-81;Otra
181;218;2/3/2020;false;A;Centro Historico;1;1;4;CC0102053030000;Padre Aguirre 5-30;Se niegan a llenar la encuesta
182;219;2/3/2020;false;A;Centro Historico;1;1;4;CC0102053031000;"M y F System; Padre Aguirre 5-64";Se niegan a llenar la encuesta
183;220;2/3/2020;false;A;Centro Historico;1;1;4;CC0203017001000;Juan Jaramillo 7-85 y Luis Cordero esq;Otra
184;221;2/3/2020;false;A;Centro Historico;1;1;4;CC0203017003000;Juan Jaramillo 7-74;Otra
185;222;2/3/2020;false;A;Centro Historico;1;1;3;CC0102054003000;Juan Jaramillo 10-73;Ninguna
186;223;2/3/2020;false;A;Centro Historico;1;1;3;CC0102053002000;"Juan Jaramillo 9-67; Papeler«ü∂a Austral";Se niegan a llenar la encuesta
187;224;2/3/2020;false;A;Centro Historico;1;1;3;CC0102053003000;Juan Jaramillo 9-52;Se niegan a llenar la encuesta
188;225;2/3/2020;false;A;Centro Historico;1;1;4;CC0102053008000;Juan Jaramillo 9-27;Se niegan a llenar la encuesta
189;226;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054011000;CallesPadre Aguirre y juan Jaramillo  Botica San Frnacisco;Otra
190;227;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054012000;Junto a la cooperativa de ahorro y credito Chola Cuencana;Otra
191;228;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054014000;Santa Teresita Y padre Aguirre 10-22;Ninguna
192;229;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054016000;Veterinaria Leonardo Carrion E hijos 10-54 Santa tersita y Padre Aguirre;Ninguna
193;230;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054018000;Agroveterinario 10-64;Ninguna
194;231;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054020000;Santa Teresita y Torres 5-20;Ninguna
195;232;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054021000;Calle larga y General Torres;Ninguna
196;233;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054022000;Calle General torres  5-32 Pnaderia;Ninguna
197;234;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054023000;La vieja costumbre Agro Veterinario 5-34;Se niegan a llenar la encuesta
198;235;2/3/2020;false;A;Centro Historico;1;1;4;CC0102054024000;Calle General Torres Comisariato Mu«ü∂Òoz;Ninguna
199;236;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055001000;Calle larga y Torres 10-76;Ninguna
200;237;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055002000;CALLE santa Teresita 10-88;Ninguna
201;238;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055003000;Calle santa Teresita Venta de Visuteria 10-47 y10-43;Otra
202;239;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055004000;Calle Santa Teresita ABACERIA PUGO 10-33;Ninguna
203;240;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055005000;Calle Santa Teresita TIENDA DE VIVERES 10-31;Otra
204;241;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055006000;Librer«ü∂a y papeleria Central;Ninguna
205;242;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055007000;Ferreteria 10 de de agosto Padre Aguirre y Calle larga;Se niegan a llenar la encuesta
206;243;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055008000;Librer«ü∂a y papeleria Autral DOS;Otra
207;244;2/3/2020;false;A;Centro Historico;1;1;4;CC0102055009000;Calle Larga esquina Centro de reparacion de telefonos;Ninguna
209;246;2/3/2020;false;A;Centro Historico;1;1;4;CC0203032033000;Vargas Machuca y Alfonso Jerves, esquina;Ninguna
210;247;2/3/2020;false;A;Centro Historico;1;1;4;CC0203031012000;Tomas Ordonez y Alfonso Jerves;Ninguna
211;248;2/3/2020;false;A;Centro Historico;1;1;4;CC0203032049000;Tomas Ordo«ü∂Òez y Alfonso Malo, esquina, es peluqueria;Ninguna
212;249;2/3/2020;false;A;Centro Historico;1;1;3;CC0203032031000;Frente a fabrica de Tapices, Salon baile;El predio desarrolla otras actividades de comercio y/o servicios
213;250;2/3/2020;false;A;Centro Historico;1;1;3;CC0203038038000;Alfonso Malo 2 - 72;Ninguna
214;251;2/4/2020;false;A;Iberia;1;1;3;CC09040190D4000;Av. Isabel La Catolica L - 5B;Ninguna
215;252;2/3/2020;false;A;Centro Historico;1;1;4;CC0203016033000;PRESIDENTE BORRERO 5-18;El predio desarrolla otras actividades de comercio y/o servicios
216;253;2/3/2020;false;A;Centro Historico;1;1;3;CC0202041036000;PRESIDENTE CORDOVA Y HERMANO MIGUEL 5-86;Ninguna
217;254;2/3/2020;false;A;Centro Historico;1;1;3;CC0203003034000;JUAN JARAMILLO Y HERMANO MIGUEL 5-12;Se niegan a llenar la encuesta
218;255;2/3/2020;false;A;Centro Historico;1;1;4;CC0203004032000;MARIANO CUEVA 6-56;Ninguna
219;257;2/3/2020;false;A;Centro Historico;1;1;4;CC0203021051000;HONORATO VASQUEZ 4-25;Ninguna
220;258;2/3/2020;false;A;Centro Historico;1;1;3;CC0203009030000;N/R;Ninguna
221;259;2/3/2020;false;A;Centro Historico;1;1;19;CC0203009031000;N/R;Otra
222;260;2/3/2020;false;A;Centro Historico;1;1;4;CC0203010010000;N/R;Ninguna
223;261;2/3/2020;false;A;Centro Historico;1;1;3;CC0203010024000;N/R;Ninguna
224;262;2/3/2020;false;A;Centro Historico;1;1;3;CC0202037041000;N/R;Ninguna
225;263;2/3/2020;false;A;Centro Historico;1;1;19;CC0203011005000;N/R;El predio no esta en funcionamiento
226;264;2/3/2020;false;A;Centro Historico;1;1;4;CC0102041013000;Calzado la Reina;El predio desarrolla otras actividades de comercio y/o servicios
228;273;2/3/2020;false;A;Centro Historico;1;1;4;CC0102039022000;Almacen de calzado para ni«ü∂Òos;El predio desarrolla otras actividades de comercio y/o servicios
229;274;2/3/2020;false;A;Centro Historico;1;1;4;CC0102047003000;Gabinete de belleza;Se niegan a llenar la encuesta
230;276;2/4/2020;false;A;Paraiso;1;1;4;CC0302015009000;Bazar y papeleria Luquita;Se niegan a llenar la encuesta
231;278;2/3/2020;false;A;Centro Historico;1;1;4;CC0102050026000;Floristeria y un local desocupado;Otra
232;279;2/3/2020;false;A;Centro Historico;1;1;4;CC0102038001000;Edificio mixto con 6 locales en la parte inferior.;Otra
233;280;2/4/2020;false;A;Paraiso;1;1;1;CC0302013012000;Residencia;Otra
234;281;2/3/2020;false;A;Centro Historico;1;1;4;CC0102038005000;Entidad bancaria en la parte inferior;Otra
235;282;2/4/2020;false;A;Paraiso;1;1;4;CC0302013001000;3 locales;Otra
236;283;2/4/2020;false;A;Paraiso;1;1;4;CC0302015019000;4 locales;Otra
237;284;2/4/2020;false;A;Paraiso;1;1;3;CC0302015020000;Licor de la Quinta ;El horario de atencion no coincide con el horario del barrido
238;286;2/3/2020;false;A;Centro Historico;1;1;1;CC0203041035000;Larga 1-06;Otra
239;287;2/3/2020;false;A;Centro Historico;1;1;19;CC0203041018000;Jesus Arriaga;El predio no esta en funcionamiento
240;288;2/3/2020;false;A;Centro Historico;1;1;3;CC0203040028000;Calle Larga, predio con veterinaria, salon de comida y agencia de viajes;El predio desarrolla otras actividades de comercio y/o servicios
241;289;2/3/2020;false;A;Centro Historico;1;1;19;CC0203042034000;Dos predios antes de la calle larga subiendo por los molinos;Otra
